ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,symbol,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,bid_px_01,ask_px_01,bid_sz_01,ask_sz_01,bid_ct_01,ask_ct_01,bid_px_02,ask_px_02,bid_sz_02,ask_sz_02,bid_ct_02,ask_ct_02,bid_px_03,ask_px_03,bid_sz_03,ask_sz_03,bid_ct_03,ask_ct_03,bid_px_04,ask_px_04,bid_sz_04,ask_sz_04,bid_ct_04,ask_ct_04,bid_px_05,ask_px_05,bid_sz_05,ask_sz_05,bid_ct_05,ask_ct_05,bid_px_06,ask_px_06,bid_sz_06,ask_sz_06,bid_ct_06,ask_ct_06,bid_px_07,ask_px_07,bid_sz_07,ask_sz_07,bid_ct_07,ask_ct_07,bid_px_08,ask_px_08,bid_sz_08,ask_sz_08,bid_ct_08,ask_ct_08,bid_px_09,ask_px_09,bid_sz_09,ask_sz_09,bid_ct_09,ask_ct_09
2024-12-30T09:42:30.000000000Z,2024-12-30T09:42:30.000000000Z,10,1,29307,A,N,0,1.2486,0,0,0,1230,6BH5,1.2485,1.2487,45,33,7,4,1.2484,1.2488,11,20,2,1,1.2483,1.2489,42,22,2,5,1.2482,1.249,19,14,3,3,1.2481,1.2491,35,14,5,3,1.248,1.2492,6,27,1,1,1.2479,1.2493,28,36,1,1,1.2478,1.2494,17,41,7,5,1.2477,1.2495,23,5,3,7,1.2476,1.2496,30,19,1,5
2024-12-30T09:42:35.000000000Z,2024-12-30T09:42:35.000000000Z,10,1,29307,A,N,0,1.2486,0,0,0,1231,6BH5,1.2485,1.2487,41,8,3,7,1.2484,1.2488,47,22,2,4,1.2483,1.2489,41,19,6,6,1.2482,1.249,48,368,4,6,1.2481,1.2491,23,42,2,7,1.248,1.2492,30,34,6,3,1.2479,1.2493,18,14,7,3,1.2478,1.2494,368,152,4,3,1.2477,1.2495,30,43,3,2,1.2476,1.2496,20,7,6,2
2024-12-30T09:42:40.000000000Z,2024-12-30T09:42:40.000000000Z,10,1,29307,A,N,0,1.2487,0,0,0,1232,6BH5,1.2486,1.2488,28,9,7,3,1.2485,1.2489,31,16,1,7,1.2484,1.249,29,46,2,1,1.2483,1.2491,15,40,1,6,1.2482,1.2492,30,12,7,5,1.2481,1.2493,34,42,7,6,1.248,1.2494,39,13,5,1,1.2479,1.2495,20,22,4,5,1.2478,1.2496,11,36,7,6,1.2477,1.2497,37,9,2,6
2024-12-30T09:42:45.000000000Z,2024-12-30T09:42:45.000000000Z,10,1,29307,A,N,0,1.2486,0,0,0,1233,6BH5,1.2485,1.2487,46,39,6,7,1.2484,1.2488,38,34,1,7,1.2483,1.2489,18,26,6,3,1.2482,1.249,14,7,1,2,1.2481,1.2491,19,10,4,7,1.248,1.2492,38,19,4,3,1.2479,1.2493,44,36,1,5,1.2478,1.2494,7,43,1,3,1.2477,1.2495,5,33,2,4,1.2476,1.2496,47,37,3,6
2024-12-30T09:42:50.000000000Z,2024-12-30T09:42:50.000000000Z,10,1,29307,A,N,0,1.2487,0,0,0,1234,6BH5,1.2486,1.2488,41,33,4,6,1.2485,1.2489,12,26,7,3,1.2484,1.249,48,33,2,4,1.2483,1.2491,17,17,7,5,1.2482,1.2492,29,34,2,7,1.2481,1.2493,26,33,6,4,1.248,1.2494,27,27,6,3,1.2479,1.2495,27,42,7,5,1.2478,1.2496,30,25,2,2,1.2477,1.2497,24,18,6,5
2024-12-30T09:42:55.000000000Z,2024-12-30T09:42:55.000000000Z,10,1,29307,A,N,0,1.2486,0,0,0,1235,6BH5,1.2485,1.2487,35,12,2,1,1.2484,1.2488,12,20,6,3,1.2483,1.2489,14,22,6,2,1.2482,1.249,6,7,7,1,1.2481,1.2491,18,47,3,6,1.248,1.2492,28,18,3,2,1.2479,1.2493,38,23,1,7,1.2478,1.2494,30,9,5,1,1.2477,1.2495,5,18,2,7,1.2476,1.2496,20,19,4,6
2024-12-30T09:43:00.000000000Z,2024-12-30T09:43:00.000000000Z,10,1,29307,A,N,0,1.2486,0,0,0,1236,6BH5,1.2485,1.2487,19,21,2,6,1.2484,1.2488,32,9,5,2,1.2483,1.2489,38,11,6,6,1.2482,1.249,13,31,2,4,1.2481,1.2491,44,29,4,7,1.248,1.2492,24,26,2,3,1.2479,1.2493,8,7,5,4,1.2478,1.2494,7,21,6,6,1.2477,1.2495,20,26,1,3,1.2476,1.2496,16,44,3,3
2024-12-30T09:43:05.000000000Z,2024-12-30T09:43:05.000000000Z,10,1,29307,A,N,0,1.2486,0,0,0,1237,6BH5,1.2485,1.2487,45,19,4,2,1.2484,1.2488,8,11,5,1,1.2483,1.2489,21,40,7,2,1.2482,1.249,31,11,3,2,1.2481,1.2491,43,36,2,7,1.248,1.2492,44,11,1,1,1.2479,1.2493,32,35,5,4,1.2478,1.2494,26,22,2,2,1.2477,1.2495,10,47,3,2,1.2476,1.2496,88,368,5,3
2024-12-30T09:43:10.000000000Z,2024-12-30T09:43:10.000000000Z,10,1,29307,A,N,0,1.2486,0,0,0,1238,6BH5,1.2485,1.2487,32,13,5,1,1.2484,1.2488,47,27,1,2,1.2483,1.2489,9,12,3,5,1.2482,1.249,24,26,4,1,1.2481,1.2491,45,31,5,5,1.248,1.2492,42,37,6,5,1.2479,1.2493,9,19,6,3,1.2478,1.2494,34,40,3,4,1.2477,1.2495,35,18,6,3,1.2476,1.2496,30,48,2,5
2024-12-30T09:43:15.000000000Z,2024-12-30T09:43:15.000000000Z,10,1,29307,A,N,0,1.2486,0,0,0,1239,6BH5,1.2485,1.2487,40,35,2,4,1.2484,1.2488,6,36,2,5,1.2483,1.2489,12,49,4,1,1.2482,1.249,23,11,7,5,1.2481,1.2491,21,36,3,1,1.248,1.2492,36,41,3,4,1.2479,1.2493,40,8,2,7,1.2478,1.2494,48,31,2,3,1.2477,1.2495,45,43,1,6,1.2476,1.2496,39,15,3,6
2024-12-30T09:43:20.000000000Z,2024-12-30T09:43:20.000000000Z,10,1,29307,A,N,0,1.2486,0,0,0,1240,6BH5,1.2485,1.2487,43,44,1,7,1.2484,1.2488,240,176,7,5,1.2483,1.2489,39,14,2,4,1.2482,1.249,44,12,5,6,1.2481,1.2491,14,42,2,4,1.248,1.2492,24,28,1,6,1.2479,1.2493,36,10,3,6,1.2478,1.2494,37,23,2,2,1.2477,1.2495,11,18,2,6,1.2476,1.2496,24,30,3,7
2024-12-30T09:43:25.000000000Z,2024-12-30T09:43:25.000000000Z,10,1,29307,A,N,0,1.2487,0,0,0,1241,6BH5,1.2486,1.2488,44,27,1,4,1.2485,1.2489,15,29,7,6,1.2484,1.249,18,27,4,5,1.2483,1.2491,33,8,1,2,1.2482,1.2492,24,20,7,7,1.2481,1.2493,38,33,4,4,1.248,1.2494,38,10,1,4,1.2479,1.2495,9,20,3,1,1.2478,1.2496,39,14,1,7,1.2477,1.2497,39,37,5,7
2024-12-30T09:43:30.000000000Z,2024-12-30T09:43:30.000000000Z,10,1,29307,A,N,0,1.2488,0,0,0,1242,6BH5,1.2487,1.2489,39,41,2,4,1.2486,1.249,49,35,2,5,1.2485,1.2491,49,21,7,4,1.2484,1.2492,40,16,6,4,1.2483,1.2493,9,17,6,7,1.2482,1.2494,35,16,3,1,1.2481,1.2495,40,17,1,6,1.248,1.2496,28,34,5,5,1.2479,1.2497,10,11,6,6,1.2478,1.2498,34,19,5,1
2024-12-30T09:43:35.000000000Z,2024-12-30T09:43:35.000000000Z,10,1,29307,A,N,0,1.2489,0,0,0,1243,6BH5,1.2488,1.249,35,9,5,2,1.2487,1.2491,41,34,7,3,1.2486,1.2492,14,34,1,6,1.2485,1.2493,46,38,2,2,1.2484,1.2494,40,11,4,4,1.2483,1.2495,31,30,4,3,1.2482,1.2496,39,9,3,1,1.2481,1.2497,9,24,3,2,1.248,1.2498,41,36,1,4,1.2479,1.2499,47,47,2,4
2024-12-30T09:43:40.000000000Z,2024-12-30T09:43:40.000000000Z,10,1,29307,A,N,0,1.249,0,0,0,1244,6BH5,1.2489,1.2491,16,37,3,6,1.2488,1.2492,48,42,2,4,1.2487,1.2493,31,14,2,6,1.2486,1.2494,45,13,4,2,1.2485,1.2495,33,22,6,5,1.2484,1.2496,17,26,5,2,1.2483,1.2497,184,368,6,2,1.2482,1.2498,10,39,3,4,1.2481,1.2499,17,20,2,6,1.248,1.25,17,27,7,7
2024-12-30T09:43:45.000000000Z,2024-12-30T09:43:45.000000000Z,10,1,29307,A,N,0,1.2491,0,0,0,1245,6BH5,1.249,1.2492,42,32,1,2,1.2489,1.2493,21,46,5,2,1.2488,1.2494,38,42,4,4,1.2487,1.2495,44,7,5,1,1.2486,1.2496,72,192,4,6,1.2485,1.2497,47,32,5,2,1.2484,1.2498,6,42,6,3,1.2483,1.2499,49,32,3,4,1.2482,1.25,6,33,4,5,1.2481,1.2501,5,48,2,5
2024-12-30T09:43:50.000000000Z,2024-12-30T09:43:50.000000000Z,10,1,29307,A,N,0,1.2492,0,0,0,1246,6BH5,1.2491,1.2493,18,47,1,6,1.249,1.2494,35,40,6,4,1.2489,1.2495,40,10,6,3,1.2488,1.2496,40,36,3,7,1.2487,1.2497,16,20,6,5,1.2486,1.2498,39,13,5,3,1.2485,1.2499,14,29,3,2,1.2484,1.25,29,8,3,4,1.2483,1.2501,48,27,6,2,1.2482,1.2502,35,9,4,3
2024-12-30T09:43:55.000000000Z,2024-12-30T09:43:55.000000000Z,10,1,29307,A,N,0,1.2493,0,0,0,1247,6BH5,1.2492,1.2494,34,27,5,2,1.2491,1.2495,45,32,6,7,1.249,1.2496,12,16,6,6,1.2489,1.2497,272,96,7,7,1.2488,1.2498,33,35,5,3,1.2487,1.2499,21,17,4,7,1.2486,1.25,29,22,5,5,1.2485,1.2501,42,19,3,3,1.2484,1.2502,7,39,2,3,1.2483,1.2503,48,296,4,3
2024-12-30T09:44:00.000000000Z,2024-12-30T09:44:00.000000000Z,10,1,29307,A,N,0,1.2493,0,0,0,1248,6BH5,1.2492,1.2494,25,26,3,6,1.2491,1.2495,5,13,4,5,1.249,1.2496,9,23,6,1,1.2489,1.2497,22,48,6,4,1.2488,1.2498,28,34,4,3,1.2487,1.2499,49,8,2,7,1.2486,1.25,27,46,6,3,1.2485,1.2501,48,25,6,4,1.2484,1.2502,29,8,2,1,1.2483,1.2503,31,43,5,5
2024-12-30T09:44:05.000000000Z,2024-12-30T09:44:05.000000000Z,10,1,29307,A,N,0,1.2494,0,0,0,1249,6BH5,1.2493,1.2495,33,38,7,3,1.2492,1.2496,30,9,4,4,1.2491,1.2497,9,8,3,3,1.249,1.2498,13,29,1,6,1.2489,1.2499,5,35,1,7,1.2488,1.25,9,22,4,4,1.2487,1.2501,23,32,4,6,1.2486,1.2502,13,43,7,1,1.2485,1.2503,48,368,5,1,1.2484,1.2504,15,22,7,4
2024-12-30T09:44:10.000000000Z,2024-12-30T09:44:10.000000000Z,10,1,29307,A,N,0,1.2495,0,0,0,1250,6BH5,1.2494,1.2496,20,27,7,1,1.2493,1.2497,48,33,6,4,1.2492,1.2498,47,45,3,1,1.2491,1.2499,10,36,7,4,1.249,1.25,33,7,1,7,1.2489,1.2501,48,26,4,2,1.2488,1.2502,88,64,2,6,1.2487,1.2503,22,37,1,1,1.2486,1.2504,15,12,4,2,1.2485,1.2505,43,41,7,2
2024-12-30T09:44:15.000000000Z,2024-12-30T09:44:15.000000000Z,10,1,29307,A,N,0,1.2496,0,0,0,1251,6BH5,1.2495,1.2497,11,8,7,2,1.2494,1.2498,312,392,7,7,1.2493,1.2499,37,9,2,6,1.2492,1.25,11,32,5,7,1.2491,1.2501,33,14,1,3,1.249,1.2502,30,41,2,7,1.2489,1.2503,20,8,1,6,1.2488,1.2504,18,16,5,4,1.2487,1.2505,40,44,7,2,1.2486,1.2506,25,14,5,1
2024-12-30T09:44:20.000000000Z,2024-12-30T09:44:20.000000000Z,10,1,29307,A,N,0,1.2496,0,0,0,1252,6BH5,1.2495,1.2497,29,17,7,7,1.2494,1.2498,41,12,6,7,1.2493,1.2499,272,176,7,6,1.2492,1.25,45,34,7,6,1.2491,1.2501,14,11,7,1,1.249,1.2502,46,25,7,4,1.2489,1.2503,11,28,5,4,1.2488,1.2504,23,39,5,4,1.2487,1.2505,12,6,4,2,1.2486,1.2506,33,8,5,1
2024-12-30T09:44:25.000000000Z,2024-12-30T09:44:25.000000000Z,10,1,29307,A,N,0,1.2495,0,0,0,1253,6BH5,1.2494,1.2496,37,10,5,4,1.2493,1.2497,13,36,5,2,1.2492,1.2498,44,33,7,2,1.2491,1.2499,29,46,4,4,1.249,1.25,43,23,3,2,1.2489,1.2501,39,6,1,3,1.2488,1.2502,49,7,2,4,1.2487,1.2503,47,28,3,4,1.2486,1.2504,28,10,1,6,1.2485,1.2505,33,40,5,5
2024-12-30T09:44:30.000000000Z,2024-12-30T09:44:30.000000000Z,10,1,29307,A,N,0,1.2496,0,0,0,1254,6BH5,1.2495,1.2497,37,29,5,4,1.2494,1.2498,21,38,5,2,1.2493,1.2499,19,45,6,3,1.2492,1.25,43,27,5,1,1.2491,1.2501,21,21,3,5,1.249,1.2502,47,6,2,1,1.2489,1.2503,33,33,6,4,1.2488,1.2504,47,10,4,5,1.2487,1.2505,20,15,6,2,1.2486,1.2506,46,32,1,5
2024-12-30T09:44:35.000000000Z,2024-12-30T09:44:35.000000000Z,10,1,29307,A,N,0,1.2497,0,0,0,1255,6BH5,1.2496,1.2498,40,8,6,4,1.2495,1.2499,9,19,7,2,1.2494,1.25,11,27,5,6,1.2493,1.2501,35,44,2,4,1.2492,1.2502,12,5,1,1,1.2491,1.2503,35,17,2,7,1.249,1.2504,36,49,3,1,1.2489,1.2505,44,49,3,2,1.2488,1.2506,10,9,5,3,1.2487,1.2507,12,26,7,1
2024-12-30T09:44:40.000000000Z,2024-12-30T09:44:40.000000000Z,10,1,29307,A,N,0,1.2497,0,0,0,1256,6BH5,1.2496,1.2498,45,33,1,3,1.2495,1.2499,23,31,6,2,1.2494,1.25,41,49,3,1,1.2493,1.2501,26,24,3,4,1.2492,1.2502,44,22,2,2,1.2491,1.2503,27,19,4,1,1.249,1.2504,25,36,2,3,1.2489,1.2505,46,34,5,6,1.2488,1.2506,45,6,5,1,1.2487,1.2507,44,42,3,3
2024-12-30T09:44:45.000000000Z,2024-12-30T09:44:45.000000000Z,10,1,29307,A,N,0,1.2496,0,0,0,1257,6BH5,1.2495,1.2497,216,248,5,7,1.2494,1.2498,32,9,2,6,1.2493,1.2499,20,33,6,1,1.2492,1.25,43,5,7,7,1.2491,1.2501,43,35,3,1,1.249,1.2502,27,47,5,4,1.2489,1.2503,30,28,6,5,1.2488,1.2504,21,49,5,7,1.2487,1.2505,24,34,4,3,1.2486,1.2506,30,45,3,4
2024-12-30T09:44:50.000000000Z,2024-12-30T09:44:50.000000000Z,10,1,29307,A,N,0,1.2496,0,0,0,1258,6BH5,1.2495,1.2497,18,28,3,1,1.2494,1.2498,11,36,5,7,1.2493,1.2499,30,46,7,7,1.2492,1.25,8,48,1,4,1.2491,1.2501,26,8,5,6,1.249,1.2502,42,45,4,1,1.2489,1.2503,17,34,3,3,1.2488,1.2504,25,25,5,5,1.2487,1.2505,48,35,6,6,1.2486,1.2506,42,22,1,6
2024-12-30T09:44:55.000000000Z,2024-12-30T09:44:55.000000000Z,10,1,29307,A,N,0,1.2496,0,0,0,1259,6BH5,1.2495,1.2497,16,25,7,6,1.2494,1.2498,21,19,7,3,1.2493,1.2499,38,32,4,1,1.2492,1.25,29,28,7,5,1.2491,1.2501,38,10,7,7,1.249,1.2502,28,29,5,6,1.2489,1.2503,22,33,3,1,1.2488,1.2504,9,10,6,4,1.2487,1.2505,41,9,6,1,1.2486,1.2506,7,14,3,2
2024-12-30T09:45:00.000000000Z,2024-12-30T09:45:00.000000000Z,10,1,29307,A,N,0,1.2496,0,0,0,1260,6BH5,1.2495,1.2497,14,10,6,7,1.2494,1.2498,38,44,5,5,1.2493,1.2499,26,16,6,3,1.2492,1.25,27,17,4,5,1.2491,1.2501,11,17,3,5,1.249,1.2502,15,43,1,6,1.2489,1.2503,28,26,3,3,1.2488,1.2504,26,19,2,4,1.2487,1.2505,40,14,1,7,1.2486,1.2506,8,42,6,4
2024-12-30T09:45:05.000000000Z,2024-12-30T09:45:05.000000000Z,10,1,29307,A,N,0,1.2496,0,0,0,1261,6BH5,1.2495,1.2497,41,43,7,2,1.2494,1.2498,30,24,7,5,1.2493,1.2499,25,9,1,6,1.2492,1.25,42,40,6,7,1.2491,1.2501,10,47,6,7,1.249,1.2502,40,43,4,2,1.2489,1.2503,28,10,6,6,1.2488,1.2504,10,24,1,5,1.2487,1.2505,15,36,5,6,1.2486,1.2506,15,24,1,6
2024-12-30T09:45:10.000000000Z,2024-12-30T09:45:10.000000000Z,10,1,29307,A,N,0,1.2497,0,0,0,1262,6BH5,1.2496,1.2498,42,8,7,6,1.2495,1.2499,9,8,7,4,1.2494,1.25,42,40,3,2,1.2493,1.2501,304,136,4,1,1.2492,1.2502,13,39,6,5,1.2491,1.2503,18,21,6,5,1.249,1.2504,35,14,5,6,1.2489,1.2505,20,21,7,3,1.2488,1.2506,13,11,6,4,1.2487,1.2507,9,11,6,6
2024-12-30T09:45:15.000000000Z,2024-12-30T09:45:15.000000000Z,10,1,29307,A,N,0,1.2497,0,0,0,1263,6BH5,1.2496,1.2498,26,39,6,4,1.2495,1.2499,7,46,7,3,1.2494,1.25,12,27,4,1,1.2493,1.2501,9,18,1,2,1.2492,1.2502,280,80,1,3,1.2491,1.2503,23,15,2,6,1.249,1.2504,15,47,4,2,1.2489,1.2505,45,41,1,1,1.2488,1.2506,5,21,3,7,1.2487,1.2507,17,24,4,4
2024-12-30T09:45:20.000000000Z,2024-12-30T09:45:20.000000000Z,10,1,29307,A,N,0,1.2497,0,0,0,1264,6BH5,1.2496,1.2498,25,44,6,7,1.2495,1.2499,21,6,2,1,1.2494,1.25,49,48,7,2,1.2493,1.2501,26,35,7,4,1.2492,1.2502,35,6,5,2,1.2491,1.2503,20,19,1,4,1.249,1.2504,16,25,4,3,1.2489,1.2505,20,14,2,4,1.2488,1.2506,34,37,2,7,1.2487,1.2507,19,10,1,5
2024-12-30T09:45:25.000000000Z,2024-12-30T09:45:25.000000000Z,10,1,29307,A,N,0,1.2498,0,0,0,1265,6BH5,1.2497,1.2499,27,38,3,4,1.2496,1.25,5,29,6,7,1.2495,1.2501,14,31,7,2,1.2494,1.2502,49,15,6,1,1.2493,1.2503,328,56,4,4,1.2492,1.2504,5,34,7,5,1.2491,1.2505,72,376,5,3,1.249,1.2506,33,40,3,2,1.2489,1.2507,15,37,5,1,1.2488,1.2508,16,5,7,7
2024-12-30T09:45:30.000000000Z,2024-12-30T09:45:30.000000000Z,10,1,29307,A,N,0,1.2498,0,0,0,1266,6BH5,1.2497,1.2499,48,44,7,6,1.2496,1.25,24,21,2,5,1.2495,1.2501,41,40,4,6,1.2494,1.2502,25,8,1,1,1.2493,1.2503,39,43,1,5,1.2492,1.2504,48,44,3,6,1.2491,1.2505,34,31,3,4,1.249,1.2506,49,12,2,3,1.2489,1.2507,33,6,6,7,1.2488,1.2508,20,10,5,1
2024-12-30T09:45:35.000000000Z,2024-12-30T09:45:35.000000000Z,10,1,29307,A,N,0,1.2497,0,0,0,1267,6BH5,1.2496,1.2498,33,12,1,6,1.2495,1.2499,10,15,2,5,1.2494,1.25,33,10,3,1,1.2493,1.2501,6,8,1,1,1.2492,1.2502,8,5,3,3,1.2491,1.2503,12,34,7,2,1.249,1.2504,6,46,3,7,1.2489,1.2505,38,7,4,1,1.2488,1.2506,16,28,3,7,1.2487,1.2507,31,22,1,3
2024-12-30T09:45:40.000000000Z,2024-12-30T09:45:40.000000000Z,10,1,29307,A,N,0,1.2497,0,0,0,1268,6BH5,1.2496,1.2498,7,6,3,6,1.2495,1.2499,34,17,6,4,1.2494,1.25,12,13,4,5,1.2493,1.2501,16,22,5,7,1.2492,1.2502,47,43,7,5,1.2491,1.2503,44,33,3,3,1.249,1.2504,43,22,4,4,1.2489,1.2505,36,25,5,3,1.2488,1.2506,27,38,4,3,1.2487,1.2507,43,41,3,6
2024-12-30T09:45:45.000000000Z,2024-12-30T09:45:45.000000000Z,10,1,29307,A,N,0,1.2497,0,0,0,1269,6BH5,1.2496,1.2498,46,35,1,6,1.2495,1.2499,15,15,4,6,1.2494,1.25,24,33,3,5,1.2493,1.2501,21,22,4,7,1.2492,1.2502,47,16,2,4,1.2491,1.2503,56,176,7,3,1.249,1.2504,13,24,2,1,1.2489,1.2505,49,30,7,2,1.2488,1.2506,17,41,3,4,1.2487,1.2507,7,18,3,2
2024-12-30T09:45:50.000000000Z,2024-12-30T09:45:50.000000000Z,10,1,29307,A,N,0,1.2498,0,0,0,1270,6BH5,1.2497,1.2499,34,11,6,2,1.2496,1.25,21,16,2,2,1.2495,1.2501,33,14,4,2,1.2494,1.2502,14,44,1,1,1.2493,1.2503,9,13,1,2,1.2492,1.2504,20,38,1,4,1.2491,1.2505,41,44,4,6,1.249,1.2506,16,31,2,4,1.2489,1.2507,48,368,2,2,1.2488,1.2508,23,30,4,4
2024-12-30T09:45:55.000000000Z,2024-12-30T09:45:55.000000000Z,10,1,29307,A,N,0,1.2499,0,0,0,1271,6BH5,1.2498,1.25,18,24,5,7,1.2497,1.2501,35,40,7,6,1.2496,1.2502,27,33,1,4,1.2495,1.2503,49,35,7,4,1.2494,1.2504,11,42,5,4,1.2493,1.2505,35,13,3,6,1.2492,1.2506,29,41,6,7,1.2491,1.2507,9,46,6,3,1.249,1.2508,34,49,6,7,1.2489,1.2509,34,42,7,3
2024-12-30T09:46:00.000000000Z,2024-12-30T09:46:00.000000000Z,10,1,29307,A,N,0,1.2499,0,0,0,1272,6BH5,1.2498,1.25,20,15,7,3,1.2497,1.2501,32,27,6,1,1.2496,1.2502,17,12,3,1,1.2495,1.2503,29,47,2,6,1.2494,1.2504,36,48,3,1,1.2493,1.2505,13,5,2,3,1.2492,1.2506,36,8,4,5,1.2491,1.2507,31,9,3,6,1.249,1.2508,48,6,3,1,1.2489,1.2509,29,30,1,3
2024-12-30T09:46:05.000000000Z,2024-12-30T09:46:05.000000000Z,10,1,29307,A,N,0,1.2498,0,0,0,1273,6BH5,1.2497,1.2499,31,17,7,1,1.2496,1.25,20,42,2,6,1.2495,1.2501,22,21,6,6,1.2494,1.2502,30,22,1,1,1.2493,1.2503,34,37,1,1,1.2492,1.2504,47,22,1,6,1.2491,1.2505,38,24,7,7,1.249,1.2506,44,38,5,2,1.2489,1.2507,48,17,7,5,1.2488,1.2508,7,36,7,3
2024-12-30T09:46:10.000000000Z,2024-12-30T09:46:10.000000000Z,10,1,29307,A,N,0,1.2497,0,0,0,1274,6BH5,1.2496,1.2498,8,37,1,4,1.2495,1.2499,25,7,5,7,1.2494,1.25,48,39,1,6,1.2493,1.2501,22,7,5,5,1.2492,1.2502,16,20,3,1,1.2491,1.2503,47,26,1,1,1.249,1.2504,7,9,6,1,1.2489,1.2505,8,26,7,6,1.2488,1.2506,9,11,4,3,1.2487,1.2507,47,16,4,2
2024-12-30T09:46:15.000000000Z,2024-12-30T09:46:15.000000000Z,10,1,29307,A,N,0,1.2498,0,0,0,1275,6BH5,1.2497,1.2499,23,25,6,1,1.2496,1.25,200,256,4,1,1.2495,1.2501,46,20,5,3,1.2494,1.2502,48,42,2,2,1.2493,1.2503,34,21,4,6,1.2492,1.2504,72,392,6,1,1.2491,1.2505,32,14,6,5,1.249,1.2506,36,16,5,2,1.2489,1.2507,45,20,1,7,1.2488,1.2508,25,38,6,1
2024-12-30T09:46:20.000000000Z,2024-12-30T09:46:20.000000000Z,10,1,29307,A,N,0,1.2499,0,0,0,1276,6BH5,1.2498,1.25,35,37,7,3,1.2497,1.2501,22,32,7,2,1.2496,1.2502,12,44,3,1,1.2495,1.2503,11,18,5,6,1.2494,1.2504,11,19,4,2,1.2493,1.2505,45,23,6,2,1.2492,1.2506,47,40,2,2,1.2491,1.2507,17,44,1,3,1.249,1.2508,42,21,3,1,1.2489,1.2509,38,7,2,1
2024-12-30T09:46:25.000000000Z,2024-12-30T09:46:25.000000000Z,10,1,29307,A,N,0,1.2499,0,0,0,1277,6BH5,1.2498,1.25,27,34,6,1,1.2497,1.2501,31,48,4,2,1.2496,1.2502,25,15,6,2,1.2495,1.2503,9,26,5,1,1.2494,1.2504,9,10,1,6,1.2493,1.2505,28,49,6,4,1.2492,1.2506,10,45,5,1,1.2491,1.2507,40,45,6,3,1.249,1.2508,46,35,3,3,1.2489,1.2509,23,23,1,6
2024-12-30T09:46:30.000000000Z,2024-12-30T09:46:30.000000000Z,10,1,29307,A,N,0,1.2499,0,0,0,1278,6BH5,1.2498,1.25,19,23,1,7,1.2497,1.2501,272,296,4,4,1.2496,1.2502,10,46,6,5,1.2495,1.2503,27,36,7,6,1.2494,1.2504,31,5,1,4,1.2493,1.2505,39,14,1,6,1.2492,1.2506,19,43,4,4,1.2491,1.2507,42,38,1,7,1.249,1.2508,6,30,4,6,1.2489,1.2509,7,33,2,3
2024-12-30T09:46:35.000000000Z,2024-12-30T09:46:35.000000000Z,10,1,29307,A,N,0,1.25,0,0,0,1279,6BH5,1.2499,1.2501,47,8,5,6,1.2498,1.2502,43,10,6,6,1.2497,1.2503,40,11,7,3,1.2496,1.2504,10,46,1,3,1.2495,1.2505,7,35,7,6,1.2494,1.2506,43,6,5,1,1.2493,1.2507,44,40,3,2,1.2492,1.2508,33,29,3,5,1.2491,1.2509,64,376,2,4,1.249,1.251,46,46,3,5
2024-12-30T09:46:40.000000000Z,2024-12-30T09:46:40.000000000Z,10,1,29307,A,N,0,1.2501,0,0,0,1280,6BH5,1.25,1.2502,8,28,4,2,1.2499,1.2503,40,12,1,4,1.2498,1.2504,44,48,2,5,1.2497,1.2505,35,33,3,2,1.2496,1.2506,19,17,4,4,1.2495,1.2507,19,25,4,6,1.2494,1.2508,49,39,7,4,1.2493,1.2509,42,19,5,1,1.2492,1.251,38,9,2,1,1.2491,1.2511,17,40,3,4
2024-12-30T09:46:45.000000000Z,2024-12-30T09:46:45.000000000Z,10,1,29307,A,N,0,1.25,0,0,0,1281,6BH5,1.2499,1.2501,7,15,3,2,1.2498,1.2502,15,11,5,1,1.2497,1.2503,11,8,7,3,1.2496,1.2504,7,33,4,4,1.2495,1.2505,39,30,6,2,1.2494,1.2506,46,13,3,1,1.2493,1.2507,49,27,4,7,1.2492,1.2508,46,40,1,2,1.2491,1.2509,11,29,3,5,1.249,1.251,10,17,2,7
2024-12-30T09:46:50.000000000Z,2024-12-30T09:46:50.000000000Z,10,1,29307,A,N,0,1.2501,0,0,0,1282,6BH5,1.25,1.2502,17,5,2,4,1.2499,1.2503,48,16,1,6,1.2498,1.2504,38,7,3,1,1.2497,1.2505,32,46,1,5,1.2496,1.2506,17,26,3,1,1.2495,1.2507,40,42,2,2,1.2494,1.2508,29,7,4,3,1.2493,1.2509,47,33,5,1,1.2492,1.251,11,36,6,2,1.2491,1.2511,38,18,1,6
2024-12-30T09:46:55.000000000Z,2024-12-30T09:46:55.000000000Z,10,1,29307,A,N,0,1.2501,0,0,0,1283,6BH5,1.25,1.2502,37,6,7,4,1.2499,1.2503,38,46,5,6,1.2498,1.2504,17,21,3,4,1.2497,1.2505,15,45,3,4,1.2496,1.2506,6,49,2,7,1.2495,1.2507,18,18,5,5,1.2494,1.2508,80,376,4,5,1.2493,1.2509,14,40,2,3,1.2492,1.251,19,13,2,4,1.2491,1.2511,45,48,6,2
